Customer ID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract,Total Spend,Last Interaction,Churn
1298,41,Female,59,29,5,9,Premium,Monthly,4535,9,1
1299,32,Female,48,7,3,12,Premium,Annual,2484,15,0
1300,61,Female,57,7,10,26,Basic,Monthly,3141,7,1
1301,54,Male,55,20,2,15,Premium,Monthly,3151,4,1
1302,34,Male,47,26,5,16,Basic,Annual,3702,26,1
1303,61,Female,40,16,3,0,Standard,Annual,2183,21,0
1304,37,Female,49,3,3,13,Premium,Annual,3689,4,0
1305,51,Female,21,28,8,11,Premium,Monthly,4408,1,1
1306,62,Female,13,2,9,27,Basic,Monthly,4934,7,0
1307,64,Female,37,20,0,23,Basic,Annual,3988,6,1
1308,33,Female,53,12,2,21,Standard,Annual,1071,2,0
1309,27,Male,57,30,7,0,Basic,Monthly,3927,4,1
1310,25,Male,2,1,6,23,Standard,Quarterly,975,15,1
1311,59,Female,31,27,10,25,Premium,Quarterly,3601,28,0
1312,63,Female,34,8,1,25,Basic,Monthly,4565,10,0
1313,60,Male,60,18,10,7,Standard,Annual,4426,25,1
1314,19,Female,38,17,7,13,Standard,Quarterly,1788,19,1
1315,53,Male,45,28,3,16,Standard,Monthly,3331,18,1
1316,22,Female,13,2,10,2,Basic,Monthly,2559,17,1
1317,42,Female,17,5,7,6,Basic,Quarterly,3097,15,1
1318,47,Male,45,16,0,11,Premium,Quarterly,3913,11,0
1319,48,Female,33,16,7,3,Premium,Annual,4709,27,1
1320,61,Male,52,24,3,6,Standard,Monthly,4681,18,1
1321,41,Female,55,26,0,17,Basic,Annual,1387,3,1
1322,62,Female,45,25,5,21,Basic,Monthly,3408,22,0
1323,27,Male,26,28,1,24,Premium,Quarterly,3090,21,1
1324,35,Female,44,28,3,14,Basic,Quarterly,3549,25,1
1325,45,Male,2,13,6,6,Basic,Annual,861,6,0
1326,30,Female,59,28,8,17,Premium,Monthly,1610,10,1
1327,56,Female,29,18,10,0,Standard,Quarterly,4193,7,1
1328,61,Female,48,14,2,9,Premium,Monthly,4272,2,1
1329,25,Female,7,1,3,21,Premium,Annual,491,17,1
1330,63,Male,56,11,7,26,Standard,Monthly,4748,6,0
1331,36,Female,7,8,7,4,Premium,Monthly,141,23,1
1332,26,Female,40,27,10,29,Standard,Annual,3647,25,0
1333,60,Female,9,26,6,10,Basic,Quarterly,657,6,1
1334,19,Male,34,19,9,3,Standard,Annual,4108,28,0
1335,63,Female,60,15,10,2,Basic,Quarterly,1692,22,1
1336,38,Female,49,28,5,24,Basic,Annual,1106,22,1
1337,30,Male,25,9,10,8,Basic,Annual,2791,21,1
1338,45,Female,32,12,1,4,Standard,Monthly,4610,12,1
1339,42,Male,38,24,1,5,Standard,Annual,4264,18,0
1340,62,Male,53,19,4,27,Standard,Quarterly,2787,24,1
1341,34,Male,16,13,6,8,Basic,Annual,4539,13,1
1342,51,Female,59,26,1,19,Premium,Monthly,2209,3,0
1343,33,Female,6,3,0,15,Basic,Monthly,828,14,1
1344,47,Female,13,8,4,8,Standard,Annual,1070,29,0
1345,54,Female,37,7,7,13,Premium,Quarterly,4597,10,1
1346,26,Male,8,15,3,19,Standard,Monthly,222,19,1
1347,65,Male,15,9,9,3,Basic,Annual,3053,28,1
1348,42,Female,36,26,9,22,Premium,Monthly,3032,22,1
1349,53,Male,15,4,5,1,Basic,Quarterly,2107,19,0
1350,27,Female,26,23,3,20,Basic,Annual,2011,23,0
1351,51,Female,55,2,9,16,Premium,Annual,1229,17,1
1352,20,Male,21,24,6,11,Premium,Quarterly,3567,22,0
1353,38,Female,11,17,8,29,Basic,Quarterly,597,29,0
1354,57,Male,59,21,7,7,Standard,Quarterly,1910,30,1
1355,47,Male,42,1,7,17,Basic,Monthly,1724,21,0
1356,60,Female,55,29,1,15,Premium,Monthly,1659,7,1
1357,47,Female,58,20,1,26,Basic,Quarterly,2493,18,1
1358,50,Male,2,2,2,20,Premium,Annual,516,13,1
1359,61,Female,37,29,10,1,Basic,Annual,1239,20,0
1360,45,Male,11,4,4,27,Standard,Quarterly,384,19,0
1361,42,Female,8,1,7,14,Standard,Monthly,543,16,1
1362,60,Male,38,20,10,1,Basic,Annual,1949,30,1
1363,21,Male,13,13,7,21,Standard,Quarterly,2590,22,1
1364,27,Male,41,15,7,14,Premium,Annual,4911,14,0
1365,22,Female,11,5,5,9,Basic,Quarterly,624,21,0
1366,18,Male,50,18,3,29,Standard,Annual,2897,13,0
1367,22,Female,40,9,10,4,Premium,Annual,4379,3,1
1368,57,Male,14,29,4,11,Premium,Monthly,3663,21,1
1369,18,Male,24,20,8,20,Premium,Monthly,2634,26,1
1370,54,Female,4,19,0,24,Premium,Quarterly,771,20,1
1371,63,Female,7,4,7,19,Premium,Quarterly,633,7,1
1372,65,Female,46,8,2,29,Basic,Annual,1806,15,1
1373,64,Female,11,1,4,20,Basic,Monthly,837,10,0
1374,44,Male,58,6,4,28,Premium,Monthly,4489,24,1
1375,42,Male,15,11,6,10,Premium,Annual,1701,25,0
1376,24,Female,24,15,6,25,Premium,Quarterly,4882,3,1
1377,59,Male,16,20,5,29,Standard,Quarterly,2688,27,0
1378,62,Female,26,2,1,13,Standard,Annual,3691,22,0
1379,61,Male,55,5,10,23,Basic,Annual,2811,21,1
1380,26,Male,18,2,9,21,Premium,Annual,4143,16,1
1381,39,Male,52,5,8,2,Basic,Annual,3211,24,1
1382,28,Male,11,25,4,27,Basic,Quarterly,971,28,1
1383,25,Female,53,25,0,16,Standard,Monthly,2020,27,0
1384,27,Male,7,20,10,1,Standard,Quarterly,295,2,1
1385,38,Female,14,25,3,23,Basic,Quarterly,3532,14,1
1386,48,Female,21,15,7,4,Premium,Annual,3756,15,1
1387,46,Male,56,5,1,2,Standard,Quarterly,1128,27,0
1388,20,Male,41,22,4,4,Premium,Annual,2987,9,0
1389,22,Female,3,6,5,9,Premium,Annual,489,3,0
1390,63,Male,47,20,10,13,Standard,Monthly,3434,23,1
1391,26,Female,40,2,7,29,Basic,Monthly,2121,4,1
1392,48,Male,4,9,8,9,Basic,Monthly,340,6,1
1393,65,Female,58,21,6,25,Standard,Annual,3960,13,1
1394,24,Female,5,9,2,30,Standard,Monthly,895,2,1
1395,41,Female,40,25,1,22,Standard,Quarterly,2037,23,1
1396,65,Female,14,28,10,6,Basic,Annual,2297,21,1
1397,32,Male,26,24,4,23,Standard,Monthly,3176,29,1
1398,56,Female,58,28,5,14,Basic,Annual,2158,18,0
1399,26,Male,52,29,9,5,Premium,Monthly,3002,20,1
1400,25,Female,18,24,10,15,Standard,Annual,1304,26,0
1401,64,Female,8,7,9,2,Basic,Quarterly,201,4,1
1402,41,Male,35,13,5,20,Standard,Monthly,3312,10,1
1403,65,Female,44,15,1,15,Standard,Quarterly,3066,9,0
1404,47,Female,3,23,8,16,Basic,Quarterly,212,7,1
1405,45,Female,43,26,1,10,Basic,Annual,3374,16,0
1406,26,Female,30,11,5,27,Standard,Annual,1524,1,1
1407,21,Female,60,7,0,27,Standard,Quarterly,3425,25,1
1408,25,Male,29,7,1,19,Standard,Annual,3302,26,1
1409,44,Male,35,13,5,3,Premium,Monthly,3393,8,0
1410,58,Male,20,10,10,1,Standard,Quarterly,1031,11,1
1411,61,Female,48,26,10,4,Premium,Annual,2328,2,0
1412,20,Female,19,17,7,30,Standard,Annual,2876,4,0
1413,52,Female,54,18,10,3,Standard,Annual,2258,20,1
1414,41,Female,34,12,4,14,Basic,Annual,3435,23,0
1415,47,Male,16,20,7,26,Standard,Annual,4951,17,1
1416,22,Male,56,29,5,27,Basic,Quarterly,3032,15,0
1417,50,Male,33,6,5,26,Basic,Annual,2028,1,1
1418,55,Female,57,3,9,7,Standard,Monthly,1861,26,1
1419,23,Male,36,14,10,7,Standard,Monthly,1180,21,1
1420,53,Female,28,21,5,30,Basic,Monthly,1455,4,1
1421,42,Female,48,15,9,15,Standard,Monthly,4848,30,1
1422,60,Male,53,19,7,10,Standard,Quarterly,2274,29,1
1423,52,Male,32,8,7,22,Basic,Monthly,4382,20,1
1424,63,Female,3,23,2,20,Basic,Quarterly,225,7,1
1425,39,Female,33,14,3,16,Standard,Quarterly,3756,5,1
1426,38,Female,8,2,7,18,Premium,Quarterly,267,14,0
1427,22,Male,35,13,7,2,Standard,Annual,1899,21,1
1428,20,Male,23,18,0,20,Basic,Monthly,1964,22,0
1429,27,Female,36,1,7,7,Basic,Monthly,2189,26,1
1430,58,Male,22,30,3,27,Premium,Annual,2445,15,1
1431,41,Male,7,4,5,16,Basic,Quarterly,949,6,0
1432,56,Male,3,27,9,18,Premium,Quarterly,184,16,0
1433,44,Female,60,30,8,2,Basic,Monthly,3187,17,1
1434,53,Female,35,15,4,7,Premium,Annual,4676,17,0
1435,32,Male,12,20,6,7,Basic,Quarterly,4598,21,0
1436,44,Female,55,6,8,1,Premium,Monthly,2979,13,1
1437,24,Female,55,29,0,12,Premium,Annual,3871,22,1
1438,44,Female,30,5,10,27,Standard,Quarterly,4932,15,0
1439,38,Female,21,20,5,30,Basic,Quarterly,3248,28,1
1440,53,Female,15,25,4,16,Basic,Monthly,2380,25,1
1441,25,Male,43,20,4,2,Basic,Quarterly,2689,1,1
1442,31,Female,10,26,0,20,Basic,Quarterly,297,16,1
1443,40,Male,52,20,0,13,Standard,Annual,1403,25,0
1444,23,Female,6,8,0,13,Standard,Annual,122,13,0
1445,41,Male,16,27,7,8,Basic,Annual,4666,18,0
1446,60,Male,3,7,1,26,Standard,Annual,825,25,1
1447,28,Male,34,15,7,17,Standard,Quarterly,3155,6,1
1448,18,Female,32,7,8,19,Basic,Monthly,1160,27,0
1449,51,Male,26,23,2,1,Standard,Annual,1019,21,0
1450,62,Male,51,18,4,6,Basic,Quarterly,3132,15,0
1451,45,Female,27,16,2,4,Basic,Quarterly,2401,27,0
1452,32,Female,45,23,4,17,Basic,Monthly,2749,6,1
1453,43,Male,19,21,0,27,Premium,Quarterly,3490,8,1
1454,33,Male,39,1,0,9,Premium,Quarterly,4859,22,0
1455,22,Female,9,9,7,16,Standard,Annual,302,21,1
1456,19,Female,39,3,6,16,Basic,Monthly,1470,27,1
1457,27,Female,16,11,3,29,Premium,Monthly,4972,18,1
1458,45,Male,20,4,2,1,Standard,Quarterly,3919,22,0
1459,49,Male,8,27,7,10,Basic,Annual,653,22,0
1460,18,Female,42,29,1,11,Standard,Annual,1588,25,0
1461,38,Female,18,14,9,27,Premium,Quarterly,1835,17,1
1462,56,Female,50,11,2,16,Basic,Monthly,3366,18,1
1463,33,Male,56,21,3,15,Premium,Monthly,3082,24,1
1464,37,Female,32,30,1,1,Standard,Annual,4386,4,0
1465,39,Male,30,3,3,6,Standard,Quarterly,4104,4,0
1466,25,Female,6,14,6,14,Basic,Quarterly,152,6,1
1467,28,Male,27,11,4,13,Basic,Quarterly,4966,3,0
1468,52,Female,40,6,2,6,Standard,Quarterly,3576,23,0
1469,49,Male,25,25,7,24,Basic,Annual,3052,10,1
1470,53,Female,39,19,7,10,Basic,Quarterly,4632,14,0
1471,20,Male,41,11,5,19,Premium,Monthly,2939,27,1
1472,34,Male,35,20,3,9,Standard,Annual,1009,28,0
1473,52,Female,29,4,3,26,Standard,Annual,2787,7,0
1474,22,Female,58,1,7,25,Premium,Annual,3576,14,1
1475,35,Female,45,30,4,22,Premium,Annual,3136,18,1
1476,47,Female,10,14,3,27,Premium,Annual,754,16,1
1477,62,Female,44,8,9,2,Premium,Annual,2683,18,1
1478,62,Female,28,7,2,3,Standard,Annual,1060,30,0
1479,41,Male,51,7,4,23,Standard,Quarterly,3421,16,0
1480,52,Female,30,20,6,10,Premium,Annual,3520,25,1
1481,57,Male,28,20,8,17,Standard,Quarterly,4054,21,0
1482,30,Female,20,15,6,22,Premium,Quarterly,3512,6,1
1483,64,Female,11,30,1,25,Standard,Monthly,346,12,0
1484,27,Male,22,26,4,18,Premium,Quarterly,1429,11,1
1485,58,Male,5,23,1,22,Premium,Monthly,768,8,1
1486,42,Female,58,16,4,21,Premium,Monthly,4750,4,1
1487,53,Female,43,4,0,12,Basic,Annual,4960,11,0
1488,51,Female,56,7,3,26,Standard,Monthly,2172,25,0
1489,57,Male,13,5,0,27,Premium,Quarterly,1115,23,1
1490,23,Female,39,3,5,21,Standard,Monthly,2752,8,1
1491,29,Male,39,1,6,11,Premium,Quarterly,4758,1,1
1492,50,Female,24,16,9,0,Standard,Annual,1094,1,0
1493,22,Male,57,11,6,1,Standard,Annual,2980,19,1
1494,36,Female,39,28,10,27,Standard,Monthly,3344,30,1
1495,53,Male,50,20,6,23,Basic,Quarterly,1421,23,1
1496,60,Male,17,7,1,24,Premium,Annual,4413,7,1
1497,30,Female,53,8,9,0,Basic,Annual,3270,21,0
1498,22,Female,24,13,3,5,Premium,Quarterly,1088,27,0
1499,54,Female,48,17,1,0,Basic,Annual,1880,18,1
1500,49,Male,53,23,6,8,Standard,Annual,3608,20,0
1501,29,Male,21,21,8,16,Basic,Monthly,3437,29,1
1502,32,Female,9,26,8,22,Standard,Quarterly,658,28,1
1503,62,Female,60,8,7,30,Premium,Monthly,1858,15,1
1504,53,Female,43,18,10,8,Basic,Quarterly,3391,18,1
1505,61,Male,24,17,0,1,Premium,Monthly,1844,5,1
1506,27,Male,5,14,0,20,Premium,Annual,636,14,1
1507,65,Male,27,20,8,9,Standard,Monthly,4624,23,1
1508,54,Male,26,6,3,30,Premium,Quarterly,3281,27,1
1509,45,Female,44,5,3,16,Standard,Quarterly,1710,26,1
1510,62,Male,31,21,0,8,Basic,Quarterly,3127,6,0
1511,22,Female,19,29,1,27,Premium,Monthly,1601,2,1
1512,39,Female,23,7,6,0,Premium,Quarterly,4142,28,1
1513,19,Male,34,13,4,5,Standard,Quarterly,1112,26,0
1514,44,Male,33,4,4,2,Basic,Monthly,1900,9,1
1515,54,Male,19,21,5,15,Basic,Monthly,1098,28,0
1516,38,Male,10,24,7,4,Premium,Quarterly,682,7,0
1517,32,Female,45,14,0,18,Premium,Annual,3678,26,0
1518,18,Male,40,9,0,10,Standard,Annual,4047,29,0
1519,19,Female,3,9,5,16,Premium,Annual,997,2,1
1520,47,Female,44,16,6,4,Basic,Annual,3339,19,0
1521,43,Male,53,14,2,11,Standard,Quarterly,2128,2,1
1522,35,Male,18,7,5,15,Premium,Annual,2629,25,1
1523,39,Female,38,4,9,19,Standard,Annual,3593,4,0
1524,56,Male,47,6,0,4,Standard,Monthly,2023,13,1
1525,58,Male,40,13,6,10,Premium,Quarterly,1488,10,1
1526,26,Female,49,19,7,12,Standard,Monthly,3996,18,1
1527,56,Female,36,23,2,18,Basic,Quarterly,1489,24,0
1528,46,Female,6,14,8,17,Standard,Monthly,658,14,1
1529,65,Male,10,10,8,24,Standard,Annual,708,30,1
1530,65,Male,53,2,10,22,Basic,Monthly,3392,2,1
1531,38,Female,41,24,8,28,Standard,Quarterly,4574,26,1
1532,35,Male,35,22,9,26,Basic,Annual,3974,6,1
1533,60,Female,14,29,0,18,Standard,Monthly,3772,17,1
1534,43,Female,1,17,3,24,Premium,Quarterly,836,8,0
1535,54,Female,17,27,1,22,Premium,Quarterly,3296,12,1
1536,36,Female,43,11,0,27,Standard,Monthly,3072,19,1
1537,38,Male,51,27,4,17,Standard,Quarterly,4126,27,1
1538,49,Female,26,13,2,15,Premium,Annual,2753,10,0
1539,65,Female,47,27,7,23,Premium,Monthly,3795,9,1
1540,58,Female,31,23,0,14,Basic,Quarterly,1236,20,0
1541,23,Female,52,26,9,28,Premium,Annual,2217,2,1
1542,19,Male,3,2,10,1,Basic,Monthly,310,1,1
1543,19,Female,53,21,1,27,Standard,Annual,2934,18,1
1544,50,Male,29,19,4,21,Standard,Quarterly,1800,18,1
1545,31,Female,22,29,6,4,Basic,Annual,4282,4,0
1546,25,Male,16,30,2,3,Standard,Annual,1871,17,0
1547,19,Male,42,10,4,16,Premium,Annual,2450,13,1
1548,64,Female,19,13,10,29,Standard,Monthly,2308,20,1
1549,32,Male,59,4,4,28,Basic,Quarterly,2928,5,0
1550,55,Female,32,19,2,9,Standard,Quarterly,2161,15,0
1551,53,Male,45,6,6,14,Standard,Monthly,2719,8,1
1552,49,Female,31,15,7,6,Basic,Quarterly,4150,17,1
1553,54,Female,10,18,3,20,Premium,Quarterly,453,17,1
1554,35,Male,43,4,8,23,Premium,Quarterly,3146,7,1
1555,64,Male,35,1,7,28,Premium,Annual,2697,20,0
1556,32,Female,9,20,3,26,Basic,Annual,899,8,1
1557,37,Male,43,29,3,9,Premium,Quarterly,1467,9,0
1558,37,Female,18,4,4,22,Standard,Annual,2570,19,1
1559,53,Male,17,18,6,16,Premium,Monthly,4403,20,1
1560,38,Female,41,12,6,11,Basic,Quarterly,3797,20,1
1561,39,Male,26,23,4,17,Premium,Quarterly,1477,30,1
1562,28,Female,13,25,10,2,Premium,Annual,1256,1,1
1563,56,Male,52,18,0,12,Premium,Annual,3067,30,0
1564,18,Female,47,29,6,5,Basic,Quarterly,2624,23,1
1565,33,Male,53,12,1,14,Basic,Quarterly,1724,9,0
1566,34,Male,53,10,3,4,Standard,Quarterly,4347,10,0
1567,61,Female,15,9,6,27,Premium,Monthly,2808,15,1
1568,56,Female,9,30,9,0,Standard,Quarterly,580,10,1
1569,24,Female,15,3,1,20,Basic,Monthly,2528,28,1
1570,56,Female,32,19,10,11,Premium,Quarterly,1850,21,0
1571,57,Female,2,4,1,3,Basic,Quarterly,195,5,0
1572,29,Male,22,26,10,2,Standard,Quarterly,3922,26,0
1573,57,Female,9,25,1,1,Basic,Monthly,856,27,1
1574,30,Female,40,19,9,23,Standard,Quarterly,2055,17,1
1575,42,Male,33,15,8,25,Standard,Monthly,3808,20,0
1576,26,Male,6,6,10,21,Premium,Quarterly,657,24,1
1577,29,Male,56,18,3,15,Premium,Quarterly,2496,21,0
1578,63,Female,40,25,5,5,Standard,Monthly,1755,11,1
1579,43,Female,56,16,2,24,Premium,Annual,3461,3,0
1580,27,Male,24,30,3,11,Premium,Annual,2439,17,0
1581,30,Female,28,21,4,10,Standard,Monthly,4429,21,1
1582,40,Female,33,25,10,16,Basic,Monthly,4360,2,1
1583,55,Female,24,16,4,3,Premium,Quarterly,4545,30,0
1584,51,Male,55,6,8,17,Premium,Annual,4374,16,1
1585,49,Female,25,19,3,30,Basic,Monthly,4064,18,0
1586,31,Female,41,30,9,15,Premium,Quarterly,4978,17,1
1587,26,Male,20,25,7,7,Basic,Annual,4411,14,0
1588,44,Female,2,2,8,19,Basic,Monthly,288,16,1
1589,21,Female,30,12,2,4,Premium,Monthly,4846,5,1
1590,33,Female,28,7,0,27,Premium,Annual,4971,28,1
1591,57,Female,15,7,1,25,Standard,Annual,4363,4,1
1592,27,Female,45,24,3,3,Premium,Monthly,4571,24,1
1593,61,Female,6,12,9,14,Premium,Annual,328,30,1
1594,44,Male,44,12,1,23,Basic,Monthly,1767,29,1
1595,24,Male,28,24,10,14,Standard,Quarterly,4154,19,1
1596,46,Male,46,20,4,10,Basic,Quarterly,4611,1,0
1597,63,Male,45,23,4,8,Basic,Quarterly,2053,5,1
1598,42,Male,23,28,10,19,Premium,Annual,1666,23,1
1599,42,Female,34,21,6,30,Standard,Quarterly,3249,2,1
1600,51,Female,7,15,4,21,Standard,Quarterly,823,9,1
1601,49,Male,25,22,4,12,Basic,Annual,1304,20,0
1602,27,Male,36,4,2,27,Basic,Quarterly,4014,19,1
1603,62,Female,35,12,3,17,Basic,Quarterly,2129,27,1
1604,56,Male,5,29,4,17,Standard,Annual,248,17,0
1605,22,Female,13,5,10,5,Basic,Quarterly,4923,1,1
1606,51,Male,4,24,6,20,Premium,Annual,100,9,1
1607,40,Male,37,11,10,22,Premium,Annual,2763,15,1
1608,25,Male,13,3,8,28,Premium,Quarterly,3762,1,0
1609,31,Female,17,26,8,3,Standard,Quarterly,4854,24,1
1610,29,Male,35,26,7,0,Premium,Annual,1706,22,1
1611,62,Female,38,25,4,4,Basic,Annual,2501,29,0
1612,60,Male,29,22,0,24,Standard,Quarterly,3725,8,0
1613,63,Male,7,8,3,12,Standard,Quarterly,115,30,0
1614,45,Female,38,2,10,5,Premium,Annual,2827,8,1
1615,27,Male,59,10,0,21,Standard,Quarterly,3231,6,1
1616,46,Female,9,27,1,4,Basic,Annual,459,5,0
1617,62,Male,40,5,3,12,Premium,Annual,3167,10,0
1618,20,Male,36,28,1,29,Standard,Quarterly,3613,27,0
1619,27,Male,47,26,3,25,Premium,Annual,1781,6,1
1620,28,Female,24,28,2,11,Basic,Monthly,4521,30,1
1621,40,Female,13,19,2,24,Standard,Quarterly,1518,2,0
1622,39,Female,20,11,4,21,Basic,Monthly,3819,24,1
1623,20,Male,60,29,2,2,Basic,Monthly,2582,12,1
1624,19,Male,16,13,8,15,Premium,Monthly,3550,11,1
1625,18,Male,23,17,2,24,Basic,Annual,3633,5,1
1626,39,Male,47,14,7,9,Standard,Annual,2065,20,0
1627,28,Female,54,24,2,15,Standard,Annual,4496,15,1
1628,57,Male,54,28,8,8,Basic,Annual,2175,28,1
1629,33,Male,10,26,7,10,Standard,Annual,843,19,0
1630,20,Female,4,15,9,16,Basic,Monthly,940,15,1
1631,26,Male,14,29,1,12,Premium,Monthly,4760,5,1
1632,48,Male,45,28,6,17,Basic,Annual,1058,1,0
1633,48,Female,49,27,3,23,Standard,Monthly,4315,14,0
1634,32,Male,19,15,4,22,Premium,Annual,1378,13,0
1635,58,Female,7,3,9,12,Premium,Annual,612,15,1
1636,23,Male,19,20,5,7,Basic,Monthly,4973,12,1
1637,59,Male,16,22,6,2,Basic,Annual,2363,18,1
1638,37,Female,2,2,3,2,Standard,Quarterly,859,11,0
1639,43,Female,28,15,8,13,Premium,Annual,2791,12,1
1640,39,Female,33,2,4,0,Premium,Monthly,4212,11,1
1641,40,Male,38,14,6,28,Premium,Quarterly,2891,2,1
1642,20,Male,2,13,6,5,Premium,Annual,686,19,1
1643,36,Male,50,15,10,5,Standard,Quarterly,3097,12,0
1644,34,Female,42,13,0,1,Basic,Quarterly,1871,3,0
1645,59,Male,25,1,9,6,Basic,Quarterly,3497,5,0
1646,42,Female,57,26,8,29,Basic,Monthly,2094,9,1
1647,56,Male,26,4,1,7,Basic,Quarterly,3576,4,0
1648,48,Male,2,19,7,22,Basic,Annual,957,7,1
1649,54,Female,45,1,10,7,Premium,Quarterly,2570,17,1
1650,41,Male,53,6,3,13,Basic,Quarterly,4742,5,0
1651,47,Male,2,23,1,24,Premium,Monthly,602,18,1
1652,19,Male,22,18,8,18,Premium,Quarterly,1711,21,0
1653,53,Male,6,20,2,30,Basic,Quarterly,271,1,1
1654,29,Female,33,20,7,27,Standard,Quarterly,2799,1,1
1655,22,Male,25,13,3,0,Basic,Monthly,4430,11,1
1656,51,Male,37,14,4,7,Premium,Monthly,1887,9,1
1657,28,Male,56,25,6,22,Standard,Monthly,4775,24,1
1658,18,Male,53,4,9,26,Basic,Annual,2439,24,1
1659,47,Male,1,1,2,2,Basic,Annual,857,1,0
1660,19,Male,4,20,8,7,Basic,Monthly,344,29,1
1661,25,Female,55,3,10,25,Standard,Quarterly,1809,18,1
1662,62,Female,33,23,7,22,Basic,Quarterly,1176,18,0
1663,61,Male,18,29,8,17,Basic,Annual,4606,7,0
1664,52,Female,7,8,0,14,Basic,Quarterly,491,11,1
1665,34,Male,16,6,5,0,Basic,Quarterly,1261,13,0
1666,49,Female,6,24,4,27,Standard,Quarterly,962,15,1
1667,39,Male,29,1,8,12,Premium,Annual,4459,21,1
1668,49,Male,8,14,2,18,Basic,Monthly,740,25,0
1669,33,Female,53,27,2,13,Premium,Quarterly,3517,16,0
1670,26,Female,38,1,2,0,Premium,Annual,3505,19,0
1671,42,Male,46,22,9,11,Basic,Quarterly,1352,18,1
1672,54,Female,38,7,9,24,Basic,Annual,3613,28,0
1673,31,Male,47,11,1,18,Basic,Quarterly,1874,10,1
1674,55,Male,7,6,5,12,Standard,Annual,873,25,0
1675,50,Female,51,6,4,19,Basic,Annual,2290,19,1
1676,27,Male,39,26,5,30,Basic,Annual,3206,28,1
1677,62,Male,36,7,9,11,Premium,Annual,1273,22,1
1678,57,Male,10,21,3,26,Premium,Monthly,667,7,1
1679,32,Male,54,19,2,14,Standard,Annual,2290,23,0
1680,48,Male,50,28,8,25,Premium,Monthly,2440,28,1
1681,31,Male,56,21,6,16,Premium,Monthly,2734,9,1
1682,25,Male,39,5,5,2,Premium,Annual,1612,2,0
1683,19,Female,18,2,5,11,Basic,Annual,3882,20,1
1684,31,Female,18,18,9,7,Premium,Quarterly,1398,9,1
1685,43,Male,10,27,0,26,Premium,Monthly,480,20,1
1686,62,Male,12,12,10,23,Standard,Quarterly,2115,24,1
1687,33,Female,1,10,3,2,Premium,Monthly,742,23,0
1688,27,Male,18,9,10,3,Standard,Quarterly,2218,10,1
1689,18,Male,10,14,4,12,Standard,Monthly,720,22,1
1690,40,Female,57,8,1,4,Standard,Monthly,1084,25,1
1691,57,Female,13,27,4,18,Basic,Annual,2886,23,1
1692,45,Female,45,18,5,10,Standard,Quarterly,2433,25,0
1693,30,Male,45,2,5,0,Standard,Quarterly,4734,29,0
1694,57,Male,35,22,9,23,Premium,Quarterly,2427,11,1
1695,57,Male,30,16,5,30,Premium,Annual,3810,30,1
1696,55,Male,12,25,10,3,Premium,Quarterly,3933,19,0
1697,44,Female,30,21,5,23,Premium,Quarterly,2663,18,1
1698,43,Male,12,16,2,26,Standard,Annual,2674,3,1
1699,38,Male,51,1,9,18,Standard,Annual,2814,13,1
1700,24,Female,35,13,1,11,Standard,Quarterly,2700,15,1
1701,48,Male,1,4,1,12,Premium,Monthly,157,21,1
1702,27,Male,23,22,1,21,Standard,Annual,1422,15,0
1703,58,Male,32,10,6,26,Basic,Monthly,1425,28,0
1704,28,Female,3,24,6,10,Basic,Quarterly,542,12,1
1705,33,Male,33,3,4,13,Basic,Monthly,2991,23,0
1706,22,Female,58,28,1,23,Standard,Quarterly,4329,22,1
1707,24,Female,29,26,8,29,Standard,Annual,4803,24,1
1708,37,Female,56,7,0,1,Premium,Annual,1942,22,1
1709,27,Female,12,12,8,14,Premium,Quarterly,1545,19,0
1710,55,Male,54,27,5,15,Premium,Monthly,1289,15,1
1711,19,Female,51,2,7,27,Standard,Annual,2345,5,1
1712,60,Male,42,18,0,26,Standard,Quarterly,1791,24,1
1713,60,Female,49,12,0,21,Premium,Annual,3572,2,1
1714,47,Female,41,28,2,9,Standard,Annual,3799,15,0
1715,62,Female,8,20,1,22,Premium,Quarterly,143,17,0
1716,48,Female,4,1,9,5,Basic,Annual,985,16,1
1717,23,Female,18,7,0,27,Basic,Quarterly,2624,7,0
1718,55,Female,31,14,2,20,Premium,Annual,1072,13,1
1719,19,Male,20,5,6,6,Basic,Monthly,4897,4,1
1720,55,Female,41,10,1,8,Basic,Annual,1795,23,0
1721,53,Male,37,24,5,21,Premium,Monthly,3596,2,1
1722,45,Male,49,5,5,12,Standard,Quarterly,1965,20,0
1723,30,Female,39,25,6,30,Standard,Monthly,2261,24,1
1724,42,Female,52,22,6,21,Premium,Quarterly,3237,24,0
1725,25,Female,41,17,1,22,Standard,Monthly,4687,23,1
1726,47,Male,34,26,9,6,Basic,Annual,3178,29,1
1727,58,Female,16,3,6,14,Premium,Quarterly,2261,9,1
1728,60,Male,7,17,5,0,Premium,Quarterly,843,9,0
1729,20,Male,49,17,9,12,Standard,Annual,3612,8,1
1730,47,Female,16,11,4,18,Premium,Annual,1074,7,1
1731,34,Male,5,19,4,24,Premium,Quarterly,847,2,1
1732,37,Female,35,21,1,21,Basic,Annual,1814,8,1
1733,30,Female,48,9,0,2,Premium,Annual,2209,20,0
1734,53,Male,4,8,1,13,Premium,Annual,755,11,0
1735,47,Female,28,25,3,15,Premium,Monthly,4255,7,1
